module	C3002C4_MGX	C3013C2_MGX	M2008C11_MGX	M2075C4_MGX	M2077C1_MGX	P6009C1_MGX	IBDMDB_CD_MSM6J2IY	IBDMDB_CD_PSM7J199	IBDMDB_UC_PSMA267J	G48777_CD	G48780_CD	G48783_Control	G48784_UC	G48787_Control	G48789_Control	G48790_Control	G48791_UC	G48792_Control	G48793_Control	G48794_UC	G48795_CD	G48796_CD	G48798_Control	G48799_UC	G48802_UC	G48804_CD	G48805_CD	G48806_CD	G48807_CD	G48808_Control	G48810_CD	G48812_UC	G48814_UC	G48815_CD	G48817_CD	G48819_CD	G48820_CD	G48821_UC	G48822_UC	G48823_CD	G48826_Control	G48827_CD	G48831_Control	G48832_UC	G48836_UC	G48838_CD	G48839_CD	G48841_CD	G48842_CD	G83831_Control	AST0002	AST0003	AST0005	AST0008	AST0009	AST0011	AST0013	AST0015	AST0017	AST0018	AST0019	AST0022	AST0023	AST0024	AST0025	AST0026	AST0029	AST0030	AST0031	AST0032	AST0033	AST0034	AST0035	AST0037	AST0038	AST0040	AST0042	AST0044	AST0045	AST0049	AST0050	AST0051	AST0055	AST0056	AST0057	AST0058	AST0060	AST0061	AST0064	AST0066	AST0067	AST0068	AST0069	AST0070	AST0071	AST0072	AST0073	AST0074	AST0075	AST0076	AST0077	AST0078	AST0081	AST0083	AST0086	AST0090	AST0091	AST0092	AST0093	AST0095	AST0098	AST0100	AST0104	AST0105	AST0107	AST0109	AST0112	AST0113	AST0114	AST0115	AST0117	AST0118	AST0119	AST0120	AST0121	AST0122	AST0124	AST0126	AST0127	AST0128	AST0130	AST0131	AST0132	AST0133	AST0134	AST0135	AST0136	AST0139	AST0140	AST0141	AST0145	AST0148	AST0149	AST0153	AUS0002	AUS0004	AUS0014	AUS0016	AUS0018	AUS0020	AUS0022	AUS0024	CAN0001	CAN0002	CAN0003	CAN0004	CAN0005	CAN0006	CAN0007	CAN0009	CAN0010	CAN0011	CAN0012	CAN0013	CAN0014	CAN0015	CAN0016	CAN0017	CAN0018	CAN0019	CAN0020	CAN0021	CAN0022	CAN0023	CHI0106	CHI0111	CHI0116	CHI0132	CHI0133	CHI0138	CHI0140	CHI0141	CHI0143	CHI0145	CHI0154	CHI0162	CHI0164	CHI0165	CHI0167	CHI0168	CHI0182	DEN0001	DEN0003	DEN0005	DEN0007	DEN0010	DEN0011	DEN0012	DEN0017	DEN0018	DEN0021	DEN0022	DEN0026	DEN0028	DEN0029	DEN0031	DEN0033	DEN0035	DEN0039	DEN0041	DEN0045	DEN0046	DEN0051	DEN0052	DEN0053	DEN0061	DEN0062	DEN0063	DEN0064	DEN0065	DEN0066	DEN0067	DEN0069	DEN0070	DEN0071	DEN0072	DEN0073	DEN0078	DEN0079	DEN0082	DEN0083	DEN0085	DEN0087	DEN0090	DEN0092	DEN0093	DEN0094	DEN0096	DEN0099	DEN0100	DEN0101	DEN0107	DEN0108	DEN0109	DEN0111	DEN0114	DEN0118	DEN0120	DEN0121	DEN0122	DEN0127	DEN0131	DEN0132	DEN0133	DEN0134	DEN0136	DEN0138	DEN0139	DEN0143	DEN0144	DEN0145	DEN0146	DEN0149	DEN0151	DEN0152	DEN0153	DEN0154	DEN0156	DEN0158	DEN0159	DEN0160	DEN0161	DEN0162	DEN0164	DEN0165	DEN0168	DEN0169	DEN0173	DEN0174	DEN0175	DEN0178	DEN0179	DEN0180	DEN0181	DEN0184	DEN0185	DEN0188	DEN0192	DEN0194	DEN0195	DEN0199	DEN0200	DEN0202	DEN0203	DEN0205	DEN0212	DEN0213	DEN0214	DEN0215	DEN0216	DEN0219	DEN0221	DEN0225	DEN0226	DEN0228	DEN0229	DEN0230	DEN0231	DEN0233	DEN0236	DEN0237	DEN0238	DEN0239	DEN0240	DEN0241	DEN0244	DEN0245	DEN0246	DEN0250	DEN0251	DEN0252	DEN0253	DEN0254	DEN0257	DEN0259	DEN0260	DEN0261	DEN0263	DEN0264	DEN0266	DEN0268	DEN0270	DEN0272	DEN0274	DEN0276	DEN0278	DEN0281	DEN0283	DEN0287	DEN0288	DEN0289	DEN0290	ENG0006	ENG0103	n_209_V6_M_229_non_pouchitis_2	n_209_V7_M_348_non_pouchitis_3	n_210_V10_M_720_non_pouchitis_7	n_210_V5_M_117_non_pouchitis_4	n_210_V6_M_265_non_pouchitis_5	n_210_V7_M_368_non_pouchitis_6	n_211_V10_M_714_non_pouchitis_4	n_211_V5_M_117_non_pouchitis_1	n_211_V6_M_229_non_pouchitis_2	n_211_V7_M_369_non_pouchitis_3	n_212_V10_M_720_non_pouchitis_4	n_212_V5_M_120_non_pouchitis_1	n_212_V6_M_239_non_pouchitis_2	n_212_V7_M_359_non_pouchitis_3	n_213_V10_M_722_non_pouchitis_4	n_213_V5_M_126_non_pouchitis_1	n_213_V6_M_231_non_pouchitis_2	n_213_V7_M_359_non_pouchitis_3	n_216_V10_M_721_non_pouchitis_4	n_216_V6_M_233_non_pouchitis_2	n_217_V10_M_720_non_pouchitis_4	n_217_V6_M_235_non_pouchitis_2	n_423_V6_M_232_non_pouchitis_2	n_423_V7_M_355_non_pouchitis_3	n_427_V6_M_234_non_pouchitis_2	n_503_V5_M_126_non_pouchitis_1	n_503_V6_M_271_non_pouchitis_2	n_503_V7_M_412_non_pouchitis_3	p_200_V10_M_731_without_inflamation_5	p_200_V12_M_282_inflamation_1	p_202_V10_M_743_without_inflamation_6	p_202_V11_M_301_inflamation_3	p_202_V12_M_329_antibiotic_4	p_202_V6_M_238_without_inflamation_2	p_204_V10_M_785_without_inflamation_6	p_204_V12_M_462_antibiotic_4	p_204_V5_M_187_without_inflamation_1	p_204_V6_M_308_without_inflamation_2	p_206_V11_M_482_inflamation_5	p_206_V5_M_118_without_inflamation_1	p_206_V6_M_237_without_inflamation_2	p_206_V7_M_363_without_inflamation_3	p_207_V10_M_719_inflamation_7	p_207_V5_M_124_without_inflamation_1	p_207_V6_M_236_without_inflamation_2	p_207_V7_M_355_without_inflamation_3	p_207_V8_M_482_inflamation_4	p_207_V9_M_601_without_inflamation_6	p_208_V12_M_651_antibiotic_6	p_208_V5_M_119_without_inflamation_1	p_208_V7_M_357_without_inflamation_3	p_208_V9_M_613_inflamation_5	p_214_V6_M_231_without_inflamation_2	p_214_V7_M_358_without_inflamation_3	p_214_V8_M_484_inflamation_4	p_215_V10_M_717_without_inflamation_3	p_215_V6_M_248_without_inflamation_1	p_215_V7_M_371_without_inflamation_2	p_218_V6_M_238_without_inflamation_2	p_500_V5_M_120_without_inflamation_1	p_500_V6_M_260_without_inflamation_2	p_500_V7_M_365_without_inflamation_3	p_502_V5_M_120_without_inflamation_1	p_502_V6_M_234_without_inflamation_2
M00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00144	6	4	10	18	18	11	6	12	12	14	16	20	10	6	28	38	31	21	12	26	9	10	22	14	22	2	2	2	8	18	12	12	2	15	14	8	8	2	4	12	14	8	18	2	2	24	19	4	12	6	2	6	1	1	2	6	4	1	0	0	1	6	8	10	4	6	13	4	4	4	1	0	1	12	6	1	0	4	6	0	0	0	2	2	0	2	6	8	8	0	0	13	6	20	14	21	14	19	4	22	4	14	12	6	12	5	2	0	0	8	16	6	1	2	2	0	14	22	1	2	8	10	12	10	16	11	14	10	14	10	2	10	4	18	4	2	12	6	11	14	18	16	18	14	12	8	18	12	16	14	22	16	36	10	30	20	19	34	26	17	10	21	34	24	32	33	32	27	25	8	30	26	24	12	16	14	15	12	10	14	20	16	16	8	24	24	12	12	18	14	16	8	4	10	20	26	16	4	18	14	17	20	22	16	8	16	4	16	2	18	25	18	16	14	3	20	4	20	24	22	18	21	18	24	16	16	37	10	14	19	16	24	6	6	6	10	14	18	6	13	14	4	12	8	8	6	16	5	8	24	6	20	10	4	16	12	8	6	22	20	12	18	14	9	2	21	8	14	16	6	12	12	6	4	14	21	10	4	16	6	4	5	30	10	8	22	18	2	14	10	24	20	6	16	8	12	22	12	14	10	20	10	4	20	17	16	22	22	8	8	14	18	16	8	7	24	17	20	8	2	18	4	14	18	26	8	12	14	22	18	10	16	14	4	20	24	19	14	14	13	18	26	18	14	5	2	16	12	13	14	8	4	2	4	4	5	0	12	2	4	4	2	9	2	4	0	4	4	4	7	8	8	6	8	4	4	2	6	4	8	8	4	2	4	2	2	4	6	6	6	6	6	6	8	6	4	4	4	6	14	6	6	4	16	14	13	4	10
M00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00149	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	2	2	0	5	6	4	4	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	2	2	0	0	0	2	2	0	2	2	0	2	1	0	0	0	0	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	4	0	3	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	2	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	2	2	2	2	2	2	2	5	2	13	2	4	2	2	4	2	2	0	2	4	2	6	6	2	2	2	2	4	0	0	2	0	0	2	2	4	4	2	2	2	2	2	2	4	2	2	2	0	2	2	4	4	4	2	4	0	4	2	4	0
M00150	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	1	0	4	4	2	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	2	0	3	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	0	0	1	1	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	2	1	1	1	1	1	4	0	5	2	1	2	1	2	0	1	0	2	1	1	4	5	1	1	2	1	2	1	2	1	0	0	1	2	3	2	1	1	1	1	1	2	2	1	2	1	0	1	1	2	1	2	0	1	0	2	2	3	0
M00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00153	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	3	2	0	4	4	2	3	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	2	0	0	0	2	2	0	2	2	0	1	0	0	0	0	0	0	1	0	0	2	2	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	3	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	2	0	0	2	2	2	2	0	2	2	5	0	5	2	3	2	1	3	1	1	0	1	2	2	3	5	1	2	2	2	2	0	1	2	0	0	2	2	5	3	2	2	2	2	2	2	2	0	1	2	0	1	1	3	2	2	0	2	0	1	1	4	0
M00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00157	8	11	9	20	6	21	14	9	14	33	37	73	50	44	92	86	69	65	65	59	39	70	60	59	58	13	3	13	70	57	37	49	24	32	35	12	12	12	10	43	67	35	58	42	14	48	37	20	37	37	53	58	43	33	16	45	27	41	38	40	46	55	47	54	47	50	51	14	46	43	27	51	28	36	39	31	49	26	24	46	18	39	57	18	12	32	48	54	38	25	34	34	42	49	64	43	44	40	29	46	32	35	49	43	49	42	55	27	37	44	40	17	48	46	47	28	46	50	37	37	38	45	44	43	41	51	44	27	52	65	43	26	3	44	36	31	32	18	45	38	37	50	38	32	28	27	31	23	33	25	42	40	50	19	44	27	27	54	50	24	21	40	65	31	55	54	53	51	40	13	42	55	37	8	26	39	23	42	27	19	42	34	28	25	36	36	24	33	27	26	32	50	50	45	42	59	45	7	38	40	55	40	44	33	5	43	47	38	13	44	53	19	46	52	8	54	25	46	44	39	38	37	42	39	53	19	60	32	62	41	37	40	8	35	12	53	44	42	7	39	38	16	14	18	23	23	50	8	18	41	9	48	39	60	41	38	10	14	39	49	31	38	41	18	8	55	13	47	42	40	16	33	26	12	46	47	33	28	57	11	11	8	42	23	29	44	40	4	44	40	47	30	12	30	39	49	43	33	25	30	40	44	7	40	33	24	28	42	10	15	33	36	61	56	7	53	42	64	7	13	40	9	63	33	39	39	27	59	48	46	37	10	45	5	48	38	58	43	24	25	49	45	38	34	20	15	46	32	38	62	19	37	27	24	35	24	24	27	27	32	40	19	20	29	18	15	19	28	13	22	26	22	19	32	17	12	20	24	9	18	27	14	26	18	13	7	10	17	19	24	14	17	31	32	16	8	24	20	12	39	29	21	25	27	26	32	24	25
M00159	3	1	8	10	6	1	6	6	5	7	14	7	13	16	12	14	14	12	12	10	14	8	17	11	11	3	0	5	8	8	5	12	8	9	7	1	3	3	5	13	14	12	7	12	3	10	9	8	6	7	6	5	4	9	4	8	8	6	4	3	9	5	11	7	10	5	4	5	5	6	5	5	6	8	7	6	6	3	7	5	2	8	8	5	2	2	5	7	9	4	2	4	7	7	10	5	4	6	5	8	9	4	8	4	7	7	6	6	4	5	9	2	8	8	5	5	4	13	4	6	9	5	1	6	4	7	6	8	4	7	7	3	1	9	7	9	6	7	5	4	2	3	2	5	2	3	5	2	4	13	4	5	6	3	8	3	1	13	14	4	5	10	11	5	7	7	6	6	5	1	5	6	3	5	3	4	1	3	3	1	4	6	2	2	3	1	7	8	1	1	4	7	5	7	3	2	8	3	6	5	4	5	2	16	5	6	5	6	2	4	4	1	9	7	2	4	1	9	6	5	4	1	2	5	3	12	5	5	10	6	3	9	2	4	2	5	5	5	1	9	3	2	9	3	2	1	6	1	3	5	1	6	6	5	5	2	4	1	3	7	5	9	1	3	2	7	1	7	5	3	3	6	3	6	4	6	7	9	6	4	1	1	6	7	1	10	4	2	5	6	5	2	2	3	3	5	3	3	4	2	7	3	6	9	8	2	3	6	1	9	2	3	2	6	4	3	5	7	5	2	7	4	12	1	4	4	2	6	4	3	7	1	5	1	5	2	6	5	2	4	7	5	3	4	2	1	7	7	10	11	3	8	4	4	6	5	4	6	3	2	6	2	1	3	2	3	3	6	5	3	7	8	3	8	2	3	1	2	2	3	7	4	5	2	3	3	2	2	3	3	3	3	5	5	2	1	6	3	3	8	5	8	7	3	2	5	8	6
M00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
